ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long,customer_num_trans_1_day,customer_num_trans_7_day,customer_num_trans_30_day,trans_time_secs,trans_time_hrs,trans_time_is_night,trans_time_day,trans_date_is_weekend,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day
861-57-5853,639006921535,Lisa,Johnson,F,0674 Kim Via,San Leandro,CA,94578,37.7024,-122.124,104689,Product designer,1989-06-11,921760246909,adults_2550_female_urban.json,ac971b2f842106c7a00eaf545257796f,2022-05-08,03:37:52,1651977472,gas_transport,30.69,0,fraud_Kutch LLC,38.047911,-121.244789,5,8,14,879,22,1,6,1,51.56,85.45,4.37,4319.94,96748.37,89699.29,3,15,23,28
625-24-1893,2712100084030512,Stephen,Fisher,M,890 Rivera Isle,San Diego,CA,92154,32.5753,-117.0707,1241364,"Engineer, civil (contracting)",1997-02-02,515788878128,adults_2550_male_urban.json,20a13ef1d03c8459a72d149792d64a02,2022-12-14,18:04:13,1671037453,food_dining,24.59,0,fraud_Kihn-Schuster,33.061791,-117.532671,4,6,15,74084,19,0,2,0,23.83,34.35,19.04,3659.46,51149.31,600407.42,1,6,11,26
818-53-4744,4854464015881037,David,Barrett,M,52963 Kara Summit,Laredo,TX,78040,27.5155,-99.4986,248858,"Therapist, sports",1985-07-05,278237484043,adults_2550_male_urban.json,1ef2ca93cb8166b4e04f1510dd59b556,2022-08-03,01:05:14,1659485114,misc_net,69.58,0,fraud_Volkman Ltd,28.283684,-99.015016,6,10,15,56639,1,1,2,0,27.63,11.3,62.65,1158.45,43394.45,418162.11,2,12,12,38
633-13-8077,6578005313449447,Barbara,Long,F,88165 Williams Junction,Lakewood,NJ,8701,40.085,-74.2042,92843,Housing manager/officer,1980-10-22,781341090767,adults_2550_female_urban.json,17af1064d56b0a848f746b7e80cf3202,2022-05-07,08:38:58,1651909138,gas_transport,13.2,0,"fraud_Schaefer, McGlynn and Bosco",40.490399,-73.509783,5,9,19,2305,23,1,5,1,46.13,66.6,33.48,1776.42,6983.28,1024924.28,1,15,19,38
071-52-6575,4656351340839691,Stephanie,Johnston,F,9816 Davis Well Apt. 461,Fennville,MI,49408,42.5777,-86.1249,9091,Radio producer,1989-08-28,69427077843,adults_2550_female_urban.json,021125378a041f108f0c795f068b7025,2022-12-17,23:06:29,1671314789,health_fitness,4.37,0,fraud_Graham and Sons,42.139897,-86.711096,5,7,12,77555,18,0,5,1,81.09,47.26,26.89,4946.63,52822.62,583872.4,1,1,16,27
176-54-6036,3512878348195714,Eric,Higgins,M,709 James Views,Delta,OH,43515,41.5577,-83.9866,7979,Magazine features editor,1973-07-02,802298576418,adults_50up_male_urban.json,ea6653e1cb7fc555339a3f83f8b259b2,2022-05-13,08:48:46,1652428126,gas_transport,111.4,0,"fraud_Streich, Hansen and Veum",42.506543,-83.774017,6,8,18,46713,4,0,4,0,88.95,77.16,49.61,2310.13,71750.08,231732.03,7,11,14,42
277-47-5322,6011416642203121,Joshua,Doyle,M,530 Joshua Square,Smithfield,NC,27577,35.5068,-78.3479,22911,"Surveyor, building control",1977-01-08,726581351670,adults_2550_male_urban.json,c30ecc36d100d1cadfa071a4e48f263a,2023-02-28,17:21:50,1677601310,home,7.39,0,"fraud_O'Connell, Botsford and Hand",36.412892,-78.88368,1,4,9,49865,14,0,1,0,73.43,23.08,37.67,4353.17,32659.76,436353.92,5,10,12,19
841-89-2791,581630123510,George,Jackson,M,1064 Johnson Station,Washington,DC,20020,38.86,-76.9742,601723,Radio broadcast assistant,1975-08-19,251778104639,adults_2550_male_urban.json,0c793eded9dff616678b9900164ac4ab,2023-01-07,21:01:50,1673121710,health_fitness,31.34,0,"fraud_Klocko, Runolfsdottir and Breitenberg",39.754354,-76.613522,5,5,12,57591,19,0,5,1,54.23,5.74,17.32,1110.9,81551.23,532255.69,4,15,20,46
897-05-1591,5300051553234153,Marcus,Stewart,M,5244 Leah Estate Apt. 261,Albany,NY,12203,42.7003,-73.8575,151022,Site engineer,1932-05-15,682514247234,adults_50up_male_urban.json,e98b8044018e8f49457a7e7ab826e041,2023-02-07,22:17:46,1675804666,grocery_pos,878.78,1,fraud_Kunze Inc,42.650995,-74.001122,4,5,10,50554,13,0,1,0,67.37,17.9,60.4,2100.84,49492.21,1070571.6,7,10,21,20
404-57-5890,4473320609242542,Anna,Figueroa,F,653 Spencer Port Apt. 783,Girard,OH,44420,41.1611,-80.6933,15429,Occupational therapist,1975-02-03,695997512456,adults_2550_female_urban.json,ed5508ff2e677b0d469335351a0e348d,2022-08-13,09:13:57,1660378437,misc_pos,206.7,0,fraud_Wiza LLC,41.971544,-80.622269,5,8,18,64991,9,0,5,1,7.38,65.3,8.23,1934.4,11660.07,83466.56,7,12,22,21
350-72-9592,3573903169728181,Patricia,Hicks,F,73431 Rhonda Turnpike Suite 734,Coweta,OK,74429,35.9578,-95.6526,14445,"Nurse, mental health",1979-07-11,833030059329,adults_2550_female_urban.json,4c4109f33a3db3f664e8af03e76909d2,2022-12-26,19:59:38,1672081178,health_fitness,180.87,0,fraud_Cormier LLC,36.315541,-95.525929,1,4,10,62906,3,1,0,0,16.65,21.62,31.38,3742.65,9413.94,684343.54,3,5,6,24
709-35-3592,3545396042408177,Diane,Soto,F,3968 Walton Ferry,Mansfield,OH,44906,40.7627,-82.5593,92985,Production manager,1982-11-24,896761209234,adults_2550_female_urban.json,35d0d38f40847f791597f43e80dd4a7d,2022-05-07,05:17:31,1651897051,gas_transport,199.13,0,fraud_Sporer Inc,40.77302,-83.185203,6,8,17,64191,14,0,5,1,2.5,21.91,63.16,397.04,94099.26,1015867.44,0,3,19,18
766-45-7942,3540025747640736,Louis,Morris,M,864 Billy Stravenue,Los Angeles,CA,90037,34.003,-118.2863,2383912,Financial risk analyst,1950-04-24,299648664796,adults_50up_male_urban.json,6e60ed35ae0b935f6c2b6e61ecc9ffd0,2023-04-07,02:52:31,1680832351,grocery_pos,11.58,1,fraud_Goodwin-Nitzsche,33.027755,-118.315915,4,9,16,21694,4,0,4,0,74.15,15.84,57.72,3780.38,5643.68,530118.37,6,6,16,45
793-46-1776,6011521412022419,John,Ross,M,095 King Village Apt. 854,Coram,NY,11727,40.885,-73.0069,29030,Community development worker,1986-09-02,237046739713,adults_2550_male_urban.json,59907b55509894a9beff5107c3eb6378,2022-05-18,09:28:51,1652862531,gas_transport,67.15,0,fraud_Rodriguez Group,40.486332,-72.261965,5,10,16,20686,4,0,2,0,70.26,55.69,24.09,2420.94,37603.63,877354.68,5,9,16,21
027-89-6505,6543113096377405,Patricia,Sims,F,422 Anderson Camp,O Fallon,MO,63368,38.7513,-90.7296,89535,Insurance risk surveyor,1956-06-09,222415757946,adults_50up_female_urban.json,04c108a47b2cd77f6122524848fe4538,2023-03-21,18:28:25,1679419705,personal_care,159.45,0,fraud_Monahan-Morar,38.168611,-91.50364,5,8,18,55072,0,1,1,0,31.4,27.11,62.24,4685.1,87185.37,120654.41,4,6,22,19
387-48-3519,4544118185136731,Kayla,Smith,F,03881 Sean Stravenue Suite 841,Fairfax,VA,22032,38.8177,-77.2925,151929,Software engineer,1993-04-13,986891547939,adults_2550_female_urban.json,e86c3aba403fa649c814f695af9fd0e0,2022-12-13,18:40:54,1670953254,food_dining,12.35,0,fraud_Powlowski-Weimann,38.597046,-77.628674,2,4,12,14807,0,1,1,0,44.38,40.45,45.26,3628.95,41323.99,524151.48,0,15,22,36
598-61-4212,3595044492095453,Jacob,Shepard,M,83117 Hickman Prairie,Bronx,NY,10469,40.8702,-73.8495,1382480,Hospital doctor,1999-09-08,300234053823,young_adults_male_urban.json,395f46116533c7e3039f54a332867232,2022-11-25,13:32:01,1669379521,entertainment,47.65,0,"fraud_Welch, Rath and Koepp",39.97255,-73.459181,2,7,13,60157,17,0,4,0,28.14,88.11,67.55,1323.07,55282.53,869428.48,0,14,15,30
853-68-8252,30464307189409,Gavin,Lin,M,7719 Beltran Island Apt. 335,Brooklyn,NY,11214,40.6016,-73.9968,2504700,Veterinary surgeon,1996-08-21,299958109834,adults_2550_male_urban.json,a29e027c5f96c8e5204173f31de307af,2023-03-01,16:41:15,1677685275,home,9.46,0,"fraud_McDermott, Osinski and Morar",39.730875,-74.100626,2,6,16,70079,6,0,2,0,8.74,68.55,11.36,1493.63,22380.57,804125.87,0,14,18,47
770-26-1522,4419370999324956419,Bradley,West,M,43953 Jordan View,Paragould,AR,72450,36.06,-90.5251,36033,"Nurse, adult",1964-01-02,810220381021,adults_50up_male_urban.json,732ea004e45e5b963278573643ac56b0,2023-03-29,16:33:55,1680104035,personal_care,98.98,0,fraud_Erdman-Ebert,36.549036,-91.040985,3,6,16,41939,10,0,2,0,11.91,55.74,54.87,1186.03,77725.4,926740.99,4,15,15,49
609-13-5850,180044097794911,Samantha,Curtis,F,204 Santana Field Suite 975,Kent,WA,98032,47.3776,-122.2854,147876,Art gallery manager,1965-05-22,507022924771,adults_50up_female_urban.json,02dd3d63bb875f751a54f7a794494c61,2022-08-23,04:21:21,1661224881,shopping_net,4.03,0,"fraud_Little, Gutmann and Lynch",48.146913,-121.346078,0,2,12,52410,10,0,1,0,68.01,69.75,42.9,606.78,53262.51,576222.02,6,10,20,14
613-43-8010,30067819327035,Wanda,Burgess,F,922 Christopher Field Apt. 716,Siloam Springs,AR,72761,36.18,-94.528,21211,"Scientist, research (maths)",1995-10-24,104983105269,adults_2550_female_urban.json,262d526315694bab037b9eaa5f55fb38,2022-08-14,00:18:03,1660432683,misc_pos,6.49,0,fraud_Reynolds-Schinner,35.332755,-94.783861,4,5,10,59372,9,0,6,1,67.23,42.65,8.02,3428.04,43879.28,884094.16,7,12,17,12
649-72-7171,6512177444156578,Donna,Meza,F,9824 Jason Plain Apt. 801,Phoenix,AZ,85018,33.4958,-111.9883,1312922,"Education officer, community",1983-03-19,754264704035,adults_2550_female_urban.json,a9cc8d92157b234eea79080ddf18d051,2022-12-01,16:46:09,1669909569,entertainment,30.99,0,"fraud_Parker, Nolan and Trantow",33.387993,-110.993975,6,11,19,63277,19,0,3,0,26.27,75.54,9.57,2009.64,79956.13,253384.19,3,10,11,49
723-80-7967,4328348315203771070,Russell,Nelson,M,1049 Simpson Wall Suite 670,Colorado Springs,CO,80905,38.8377,-104.837,525713,Environmental manager,1979-12-23,417495431869,adults_2550_male_urban.json,fa0571967577b8c193417e074b60b52b,2022-08-28,18:59:36,1661709576,misc_pos,84.34,0,fraud_Christiansen-Gusikowski,38.600007,-104.316616,1,5,11,58060,14,0,6,1,52.94,26.97,66.55,1414.83,13093.01,571353.51,5,5,22,26
889-87-0692,6500515639351302,Cynthia,Morrison,F,013 Desiree Ford,El Monte,CA,91731,34.0791,-118.0371,90977,Insurance claims handler,2003-09-04,185325695136,young_adults_female_urban.json,6797186ad53110ae6058eeb2510e49aa,2022-06-04,06:26:36,1654320396,gas_transport,87.21,0,fraud_Sporer Inc,34.373246,-117.421886,0,0,10,6708,5,0,5,1,36.62,11.9,12.86,2867.03,58694.84,578025.88,6,9,15,33
024-28-0364,4647534640784355093,Timothy,Beard,M,8848 Hernandez Flats,Syracuse,NY,13209,43.0847,-76.2405,229807,Site engineer,1930-03-29,527235857119,adults_50up_male_urban.json,64333541112f26d110c6298df74a96c9,2022-10-09,11:27:44,1665311264,shopping_pos,3.23,0,fraud_Pouros-Haag,42.900611,-76.697547,2,4,11,67086,3,1,6,1,10.39,46.35,64.35,1004.46,16279.92,514936.78,2,11,11,31
544-11-4111,4606350191617132,Stephen,Miller,M,673 Adams Highway Suite 733,Lexington,TN,38351,35.6512,-88.3927,17603,"Engineer, broadcasting (operations)",1961-11-18,936083282275,adults_50up_male_urban.json,cd9f2ad3614e251f291ecff39e4661b8,2022-06-22,08:21:14,1655882474,grocery_pos,6.72,0,fraud_Kunze Inc,36.446016,-87.727709,6,7,12,28176,20,0,2,0,66.69,1.56,68.07,4075.07,57490.32,349381.82,0,8,9,25
301-38-2999,6517465276449681,Jeremy,Grimes,M,073 Cross Mission,Ponchatoula,LA,70454,30.4406,-90.4422,24954,"Engineer, water",1984-10-17,427525948133,adults_2550_male_urban.json,8e4e14c2f8a5ca4187226a663f799a4a,2022-05-10,00:58:31,1652140711,gas_transport,73.53,0,fraud_Ledner-Pfannerstill,30.926124,-91.161011,5,9,17,70549,7,0,1,0,65.8,41.35,51.47,2679.38,79204.2,984220.23,1,4,8,11
604-16-9770,345841891629033,Scott,Warren,M,5095 Chase Plain Apt. 834,Aberdeen,WA,98520,46.9843,-123.7963,23814,Immunologist,1986-06-02,449874637753,adults_2550_male_urban.json,0eb4779e81268ac48f87b6c4cc28db6b,2023-02-18,16:29:47,1676734187,home,16.45,0,"fraud_Koss, Hansen and Lueilwitz",46.205615,-122.901229,1,1,8,64894,0,1,5,1,2.12,7.56,27.49,1528.77,91270.59,59660.06,0,15,16,46
176-86-1708,6585557605878916,Jesse,Lewis,M,96408 Cody Harbors,Temple,GA,30179,33.7677,-85.0133,16807,"Teacher, primary school",1994-05-19,718846660178,adults_2550_male_urban.json,77e7ff19748ef15c37e0b1a32e869609,2022-11-25,14:11:59,1669381919,entertainment,9.47,0,"fraud_Runolfsdottir, Mueller and Hand",33.683183,-84.981051,6,11,17,33394,4,0,4,0,33.35,59.64,7.86,4207.42,33586.47,53405.33,5,5,12,9
330-48-3972,4903564832881150,Jennifer,Murray,F,193 Hannah Walk,Alexandria,VA,22301,38.82,-77.0589,321490,"Scientist, forensic",1987-04-24,289816976573,adults_2550_female_urban.json,91bdd7191fc7a9e4c01be3595041dc75,2022-10-11,23:28:51,1665527331,shopping_pos,85.67,0,"fraud_Watsica, Haag and Considine",39.666705,-77.367682,5,9,15,65244,2,1,1,0,80.8,32.02,29.69,405.66,31729.13,542696.44,4,9,13,50
433-23-2384,4776038280710025,Dawn,Fox,F,1793 Salazar Rapids Apt. 393,Fremont,WI,54940,44.2379,-88.8449,4020,Financial trader,1933-06-04,216919353662,adults_50up_female_urban.json,c9eff975ac94170c6c8ae97c1bed9616,2023-01-21,16:04:18,1674313458,home,45.78,0,"fraud_Hettinger, McCullough and Fay",44.706746,-89.454366,0,0,8,60171,20,0,5,1,16.48,88.1,26.15,2781.41,87414.0,478073.86,1,1,13,45
764-70-0883,6576462906516516,Brandi,Morales,F,3704 Kristen Circles Suite 152,Canton,OH,44708,40.812,-81.4241,192805,Fashion designer,1995-05-19,496304604695,adults_2550_female_urban.json,a4fe88bef42e14634db54a11e7913221,2022-09-04,18:36:45,1662313005,shopping_net,199.26,0,"fraud_Schmeler, Bashirian and Price",40.91912,-80.480278,0,5,11,84844,1,1,6,1,29.81,43.82,4.51,1739.83,59833.07,906607.54,5,13,22,15
748-81-3083,570051294868,Tracey,Lopez,F,9536 Williams Throughway,Irvine,CA,92614,33.6829,-117.8298,212569,Management consultant,1990-05-25,481720741136,adults_2550_female_urban.json,fc9651a1962acf34c8a817785836c66b,2022-05-18,09:31:36,1652862696,gas_transport,46.08,0,"fraud_Raynor, Feest and Miller",34.211188,-117.680587,6,10,16,31293,20,0,2,0,35.95,77.14,45.65,371.6,19215.62,870829.97,0,13,18,27
372-88-6871,4682867006263560138,Alexis,Le,F,6788 Carter Divide Suite 242,Livingston,NJ,7039,40.7896,-74.3202,29358,Maintenance engineer,1935-07-08,244594942668,adults_50up_female_urban.json,eef22388d8c2c9b0c54fd4f98aeff194,2022-12-09,22:39:15,1670621955,food_dining,124.3,0,fraud_Jakubowski Group,40.157131,-73.674935,6,6,15,42920,6,0,4,0,46.88,2.01,15.62,2270.34,80038.55,272406.09,4,10,22,38
178-18-0599,3593877006342065,Jacob,Howard,M,2479 Ashlee Lights Suite 389,Lawton,IA,51030,42.5047,-96.2189,1737,Financial adviser,1956-12-21,133867912513,adults_50up_male_rural.json,7c2e07215c6752da5f6221df18d3893e,2022-08-21,08:37:04,1661067424,misc_pos,78.61,0,fraud_McDermott-Rice,41.59523,-96.598101,2,4,13,21768,10,0,6,1,39.96,30.19,57.36,236.2,16301.68,421535.33,1,6,13,45
863-79-1619,346947602553302,Monique,Brooks,F,3852 Keith Parkway,Linton,IN,47441,39.0461,-87.1723,9269,Risk manager,1976-05-09,871205093518,adults_2550_female_urban.json,72faab8dd1fd7a74bcb37fe94c04f438,2023-03-23,21:30:14,1679603414,kids_pets,1.73,0,fraud_Little Ltd,39.281303,-86.663696,4,4,11,15170,3,1,3,0,20.86,70.96,46.53,3335.18,99446.14,768621.97,2,15,23,29
558-15-4109,377333232650572,Paul,Alexander,M,10703 Barnes Road,Irvine,KY,40336,37.6858,-83.9862,13061,Advertising account executive,1976-03-30,297317476380,adults_2550_male_urban.json,adef669308542db990871af91b2c3597,2022-05-21,02:36:30,1653096990,gas_transport,18.51,0,fraud_Berge LLC,38.63942,-83.172671,0,0,9,30821,23,1,5,1,26.03,58.46,59.91,3206.1,67677.63,349431.1,4,13,22,14
152-82-4553,3545424891275123,Debra,Vasquez,F,190 Lewis Fort,Conyers,GA,30012,33.7192,-84.0021,83685,Civil Service administrator,1982-10-09,361754773933,adults_2550_female_urban.json,5eef1023fd6717d74080914bd78f9e2b,2022-09-18,17:00:03,1663516803,shopping_net,97.12,0,"fraud_Heathcote, Yost and Kertzmann",33.8575,-83.34518,0,1,6,16700,16,0,6,1,46.04,23.12,48.16,1658.64,14261.62,935880.83,0,8,14,46
292-10-6645,6011215691085110,Luke,Ramos,M,649 Mendoza Ways Apt. 961,Clifton Park,NY,12065,42.8499,-73.7851,41776,Hospital pharmacist,1978-12-01,781850211136,adults_2550_male_urban.json,6b6cb7a79c51e8d6b8e04eb186df0f62,2022-06-09,02:14:31,1654737271,gas_transport,57.26,0,"fraud_Schaefer, Maggio and Daugherty",42.182629,-74.140063,0,3,11,83621,7,0,3,0,22.34,72.82,15.6,1149.74,7833.21,344979.93,3,14,20,50
073-70-1133,3573762527897389,Matthew,Ferguson,M,17887 Caldwell Rapid,San Diego,CA,92130,32.9555,-117.2252,1241364,"Doctor, hospital",1970-12-01,928359790180,adults_50up_male_urban.json,fdcbf048a034b8522e2360420c339399,2022-07-24,05:24:36,1658636676,misc_net,6.62,0,fraud_Schmitt Ltd,32.23378,-116.370979,1,5,11,40935,1,1,6,1,67.97,60.41,2.44,4719.34,56453.6,300238.6,7,12,12,36
124-39-1997,2280271148451614,Sophia,Trujillo,F,01539 Christopher Course Apt. 300,Madison,MN,56256,44.9946,-96.1645,2581,Clinical molecular geneticist,1956-12-31,662186841953,adults_50up_female_urban.json,896b4434431de263a8f6be2e6225f84f,2023-04-23,12:06:18,1682247978,travel,112.13,0,"fraud_Larson, Quitzon and Spencer",45.146385,-96.475789,0,2,8,75836,16,0,6,1,88.14,64.75,43.74,4350.11,11425.76,453397.55,7,8,18,31
411-47-4766,3519160022265672,Sherri,Montgomery,F,2434 Pamela Turnpike Apt. 480,Batavia,OH,45103,39.0957,-84.1451,31485,Soil scientist,1976-08-27,775715521156,adults_2550_female_urban.json,c130878aad4e76ec9012b46bf6378389,2022-12-22,14:08:54,1671714534,health_fitness,80.12,0,fraud_Schroeder Group,39.064372,-83.61242,4,5,11,40674,8,0,3,0,41.39,61.51,61.31,3581.13,22347.77,262320.32,3,14,14,41
573-03-4307,4177417252373191,Deanna,Knapp,F,1212 Elizabeth Dale Apt. 819,Fort Lauderdale,FL,33324,26.1255,-80.2644,711693,"Psychotherapist, dance movement",1997-04-23,383414335199,adults_2550_female_urban.json,79eda6da681f33f6951c77907d81de1c,2023-02-15,14:35:22,1676468122,home,68.88,0,"fraud_Bahringer, Bergnaum and Quitzon",25.661784,-81.16806,4,8,17,21800,17,0,2,0,69.89,75.68,10.35,4358.97,26442.65,341644.93,1,12,13,32
757-58-0876,2334729053155187,Christopher,Nguyen,M,3542 Leon Island Suite 676,Crumpler,NC,28617,36.4641,-81.4039,2261,Magazine features editor,1997-03-18,246922352189,adults_2550_male_rural.json,441348ff43b4764fd2b0dfdb7e41a339,2022-05-26,01:08:57,1653523737,grocery_net,49.72,0,fraud_Cassin-Harvey,35.46613,-81.056576,4,5,14,84395,8,0,3,0,13.8,23.72,25.79,915.89,79411.61,268041.89,4,4,15,29
465-08-7161,4290778038789,Mary,Jones,F,897 Marshall Extensions Suite 591,Columbia,SC,29229,34.1388,-80.8892,333497,"Accountant, chartered",1991-08-25,383676103591,adults_2550_female_urban.json,bf36063ed60df411f75c99a7c220e5dd,2023-04-14,03:43:13,1681440193,entertainment,566.47,1,"fraud_Parker, Nolan and Trantow",34.315045,-80.912212,2,5,12,12653,19,0,4,0,79.26,9.83,7.95,1317.59,33642.67,283768.5,1,2,9,43
219-28-4552,4443659334969425,Kenneth,Hicks,M,6564 Patrick Turnpike Apt. 446,Monterey,TN,38574,36.1509,-85.2542,8413,Surgeon,1992-02-04,995047232311,adults_2550_male_urban.json,20b33654997e2d7115a9871cc976adb6,2022-12-18,19:38:50,1671388730,food_dining,1.31,0,fraud_McKenzie-Huels,36.981408,-85.475131,4,6,14,65865,10,0,6,1,21.03,88.04,41.64,1319.54,42728.43,187585.39,6,9,10,22
541-58-3830,4667668293006,Natalie,Clark,F,87746 Hall Shore,Iowa City,IA,52245,41.6649,-91.5151,77509,Licensed conveyancer,1978-10-12,575598032066,adults_2550_female_urban.json,e4b48e4bb1042f2568e35ae0f666af98,2022-07-22,04:16:11,1658459771,misc_net,46.49,0,fraud_Dooley-Thompson,42.595115,-90.839068,2,2,8,58718,11,0,4,0,11.28,54.07,17.99,2840.49,38647.12,544176.57,3,4,10,49
569-99-7828,4370511326343,Thomas,Riggs,M,051 Baker Prairie Suite 942,Homestead,FL,33030,25.4766,-80.4839,155317,Multimedia specialist,1934-08-20,859809249083,adults_50up_male_urban.json,dc43d54d758f9cc1c6122171d7f9585d,2023-04-16,17:30:17,1681662617,personal_care,59.1,0,fraud_Morissette-Schaefer,26.122351,-80.898076,1,3,9,77273,18,0,6,1,50.83,85.68,58.49,4779.24,89101.43,22546.96,3,15,19,16
812-69-1023,4181598776762888,Amy,Norton,F,3267 Maria Villages,Los Angeles,CA,90001,33.9731,-118.2479,2383912,Clinical research associate,1990-02-02,651120483408,adults_2550_female_urban.json,13fba6d4089c8d85da568f5095ccd3df,2023-03-25,17:14:48,1679760888,kids_pets,89.67,0,fraud_Swift PLC,33.942775,-117.474255,6,7,16,77506,10,0,5,1,18.04,56.83,14.3,3149.04,26094.0,778938.63,2,11,11,16
476-29-1666,2278158562858586,Wayne,Wood,M,0987 Amanda Parkways,Miami,FL,33130,25.7672,-80.2059,1737737,Sales promotion account executive,2001-05-26,453582163156,young_adults_male_urban.json,51f68cd59bfbee8f4353f82a1a3ed78f,2022-12-04,15:12:00,1670163120,entertainment,3.93,0,fraud_Brown-Greenholt,24.956524,-81.103419,3,3,10,84057,21,1,6,1,56.17,14.26,51.79,4317.13,11209.65,389305.47,2,10,23,48
037-74-4362,4814396661340,Kathleen,Jackson,F,4940 Jackson Squares,Lynn Haven,FL,32444,30.2362,-85.6467,18985,Writer,1991-10-22,813796480365,adults_2550_female_urban.json,99152fba2f76d6a62d7c55fde0f3fd56,2022-10-19,15:55:02,1666191302,shopping_pos,139.45,0,"fraud_Baumbach, Hodkiewicz and Walsh",29.811515,-85.892713,6,11,21,25781,19,0,2,0,84.64,44.41,2.54,628.07,24455.21,689298.63,4,5,21,32
046-55-8037,4318297168157,Julia,Maldonado,F,00000 Marcus Throughway Apt. 137,Tucson,AZ,85730,32.181,-110.819,865276,Chief Technology Officer,1985-01-24,860878859875,adults_2550_female_urban.json,1cb98da008b8438cc3dd2f0a5cfedb70,2022-12-30,13:43:39,1672404219,health_fitness,54.32,0,fraud_Carroll PLC,32.945853,-111.199932,3,7,12,2785,19,0,4,0,56.62,70.76,68.94,4942.23,55208.27,958668.88,3,9,19,12
841-75-8876,676262821967,Sydney,Fox,F,578 Kimberly Turnpike Suite 376,Natchez,MS,39120,31.5492,-91.3642,32334,Firefighter,1987-09-04,644448684914,adults_2550_female_urban.json,737c6e99661a4a8cb5f05bdc643604e1,2022-11-18,23:14:20,1668809660,entertainment,125.7,0,fraud_Grimes LLC,32.207567,-90.744859,6,9,15,84438,6,0,4,0,4.6,5.96,29.6,612.86,24578.7,201092.56,6,8,22,36
437-17-0367,4907569558668224,Charles,Cruz,M,9593 Jaime Center,Winter Garden,FL,34787,28.5423,-81.5911,46083,"Geneticist, molecular",2002-10-20,861273348186,young_adults_male_urban.json,7cf06e778a204f838f35d27b61949b49,2023-02-17,22:39:45,1676669985,home,8.54,0,fraud_Pollich LLC,28.662183,-81.603616,5,7,14,41970,14,0,4,0,8.97,8.17,38.1,2018.3,16116.01,393584.48,1,10,16,46
033-84-2790,3521966443485061,Michael,Cooley,M,54072 Herrera Branch Suite 955,Oak Harbor,WA,98277,48.3151,-122.6374,38888,Agricultural consultant,1982-04-28,545127154318,adults_2550_male_urban.json,08f1161dd3352a6df3f67535bb230f3f,2022-06-26,07:11:05,1656223865,grocery_net,68.04,0,fraud_Hills-Olson,49.081506,-122.458205,5,8,17,37789,1,1,6,1,15.94,22.09,19.0,2566.39,97218.22,162038.94,5,6,17,8
292-10-6645,6011215691085110,Luke,Ramos,M,649 Mendoza Ways Apt. 961,Clifton Park,NY,12065,42.8499,-73.7851,41776,Hospital pharmacist,1978-12-01,781850211136,adults_2550_male_urban.json,a8137801bf898a1f801e3eac3bdfa71a,2022-07-17,05:47:21,1658033241,grocery_pos,63.35,0,fraud_Wolf Inc,42.014204,-74.061953,6,11,17,38813,19,0,6,1,61.23,65.94,16.23,890.85,76204.88,140093.11,0,8,21,47
792-87-8461,4287472470806423953,Ariana,Bennett,F,3905 Zachary Centers Suite 708,Kirkwood,NY,13795,42.0695,-75.7967,3800,Manufacturing systems engineer,1981-07-16,351896953861,adults_2550_female_urban.json,8a30e9a9fcffba7bffe09788e544a99b,2023-04-16,17:58:24,1681664304,personal_care,183.9,0,fraud_Bins-Howell,42.132115,-76.667922,4,5,14,73395,1,1,6,1,4.33,29.34,63.31,3324.1,17547.34,714692.3,5,10,13,10
826-58-5998,5311020021019758,Kevin,Mullen,M,98136 Caitlin Field,Brighton,MA,2135,42.3478,-71.1566,42780,"Scientist, physiological",1935-09-02,431802265036,adults_50up_male_urban.json,db1285501cb3a94de9e5b2b2f2d3f39e,2023-05-05,14:38:37,1683293917,travel,66.13,0,fraud_Reichert-Weissnat,41.815144,-71.643177,4,9,15,77021,20,0,4,0,58.1,80.77,65.53,4015.15,64345.01,50820.95,0,4,15,24
293-71-3110,4974365657994472,Tracy,Baxter,F,54721 Heather Gateway,Land O Lakes,FL,34638,28.2478,-82.4962,50437,Petroleum engineer,2004-03-09,597861241048,young_adults_female_urban.json,7fe2ed12e33d89560afaddf327201f9d,2022-06-17,01:46:07,1655426767,gas_transport,71.73,0,fraud_Parisian and Sons,28.055202,-83.351057,3,4,14,8942,22,1,4,0,74.1,49.65,59.63,1777.22,16277.07,686797.01,1,9,14,11
505-77-1188,4439838605546007,Todd,Garcia,M,0115 Michael Knolls,Odessa,TX,79762,31.889,-102.3548,137390,Rural practice surveyor,1974-11-16,192935197480,adults_2550_male_urban.json,b1baeb2e48d352849e36480131f5de3a,2023-04-22,16:20:39,1682176839,personal_care,49.39,0,fraud_Schiller Ltd,32.715095,-102.88848,4,6,11,60338,7,0,5,1,80.82,89.15,40.59,3004.8,56959.28,1025009.36,6,7,17,33
